tiempoEspera,tiempoServicio,tiempoLlegadas,tiempoRealAtencion
123.2,26.7,1235,91.9286
107.8,32.1,954,117.037
137.5,29.3,1345,82.2621
100.1,26.4,879,113.953
100.3,31.4,676,136.475
122.7,28.7,1289,110.454
136,30,1104,111.637
111,20.2,676,78.3296
114.1,19.8,793,83.7581
101.2,18.8,755,80.8591
94.3,17.4,696,76.9953
86.6,17.9,656,61.9288
100,17.8,749,75.9009
108.2,20,742,74.999
111,20.2,676,79.5906
117.4,24.5,834,91.0939
118,24.2,867,107.632
136.7,26,1548,67.1839
113.2,15.7,698,64.8914
96.5,22.2,780,110.614
121.5,32.1,1119,114.055
97.5,22.8,860,102.831
103.8,28.2,633,100.907
102.3,27.2,767,118.286
119.9,21.7,958,86.6997
99.5,24.2,849,80.211
94.5,19.4,845,91.0702
101.6,20,840,74.5224
99.7,20.1,885,75.9485
105.7,23.8,854,79.7887
125.1,24.5,907,86.7453
124.5,26.1,1386,91.1797
115.5,22.7,1076,101.28
111.6,30.8,1027,103.264
109,25.1,1056,83.1657
111.6,31,558,127.569
89.4,20.9,500,77.7568
112.1,15.4,723,66.2048
106.6,27,655,89.3867
107.1,25.4,986,107.238
98.6,28.1,719,118.279
91.4,22,713,82.9406
90.3,22.5,905,84.3503
96.6,27.3,593,108.279
101.9,22.5,1010,85.4926
98,20.6,762,99.0122
119.9,21.7,958,92.6609
101.6,24.2,850,81.7514
108.5,25.5,610,91.1016
98.5,26.2,728,103.812
101.4,20,853,84.5526
101.6,20,840,81.746
99.7,20.1,885,81.5079
105.7,23.8,854,81.2921
125.1,24.5,907,92.0918
101,28.1,554,117.369
89.3,24,870,79.1625
101.9,24.1,930,101.736
109.2,27,1028,101.002
101.5,23,905,96.0418
107.7,23,782,101.125
98.9,22.3,851,101.486
102.9,24.1,996,95.6369
113.3,26.7,1131,106.008
108.9,25.3,982,111.794
111.7,24.5,939,103.848
101.5,23,905,93.667
91.9,18.9,485,77.839
99.1,21.7,965,85.0954
121.5,31,1057,100.1
139.5,24.5,1367,85.0377
117.5,28.3,1149,90.4335
92.6,24.7,584,103.203
109.4,19.6,897,81.5808
85.1,19.5,641,88.8855
101.8,24.7,919,109.638
94.5,25.7,596,91.3355
136,24.5,978,103.082
144.4,25.7,964,112.57
133.2,25,918,108.136
123.2,24.3,864,98.811
120,24,873,94.4485
127.9,14.7,761,65.9443
99.1,25.5,709,105.755
92.8,28.2,1031,86.4224
109.1,23.3,965,81.0102
91,20.5,477,80.2851
107.8,20.4,929,86.3442
108.6,30.4,508,111.54
84.5,25.7,595,100.126
122,24.7,884,97.38
118.9,25.4,1543,97.4644
115,24.6,1505,93.2771
117.3,24.9,1514,95.7144
147.5,29.1,1317,92.9349
155,31.4,1502,102.955
99.9,25,618,87.1293
95.1,26.1,715,105.565
116.8,22.2,961,90.8266
103.8,23.6,852,84.0494
108,20.9,861,84.6631
98.6,20.6,850,84.5423
97.4,20,890,76.6528
128,22.3,1014,82.1313
132.6,25.8,994,92.0392
116.8,22.2,961,93.2196
103.8,23.6,852,86.5942
108,20.9,861,91.7677
88.9,20.6,516,64.3773
103.2,24.1,961,95.2136
84.5,25.7,595,105.247
86.7,22.8,886,81.1379
118.8,28.8,1007,100.793
98.9,22.6,971,77.2397
57.8,14.6,760,70.2701
57.8,14.6,760,70.2701
57.8,14.6,760,70.2701
57.8,14.6,760,70.2701
57.8,14.6,760,70.2701
57.8,14.6,760,70.2701
57.8,14.6,760,70.2701
57.8,14.6,760,70.2701
57.8,14.6,760,70.2701
131.1,22.1,980,88.5699
152,25.3,1067,116.228
122.2,24.3,908,104.091
120.8,23.1,875,91.3743
113.1,22.1,854,97.6291
116.7,23.1,876,103.173
121.6,22,863,98.2767
120.7,31.7,1185,99.6878
79.1,33.1,753,67.8419
101.1,22.9,803,96.6395
108.7,27,787,95.1427
133.4,24,1328,89.835
104.7,28.9,559,105.875
84.1,20.9,531,85.2957
100.2,22,800,96.8783
118.5,24.9,661,128.51
113,20.6,809,80.8667
109.9,19,795,76.4816
98.6,17.9,740,71.1413
92,17.4,674,73.2546
107.6,18.4,778,73.5856
120.2,18.8,871,81.6613
124.3,19.5,813,90.3602
124,28.6,1265,101.814
136.9,28.2,1215,96.0652
104.7,25.6,961,122.988
105.8,24.5,1067,104.901
125.8,21.8,711,88.4977
107,26.7,1039,109.716
117.3,22.3,735,88.5007
115.8,23.9,928,85.8068
107.4,25,1071,87.7439
113,30.6,1049,112.396
118,28.9,1017,108.021
120.9,31,1084,93.0173
120,25.8,1419,90.1945
104.2,28.5,639,111.846
97.3,21.6,536,90.0155
108.4,33.5,561,119.034
85.9,29.4,489,119.288
110.5,25.6,993,94.6264
143.5,26.6,1159,87.7783
106,27,649,99.2878
98.9,24.1,803,89.6144
134.8,26.3,1144,93.2642
100.8,23.1,1017,85.0026
96.1,27.1,927,96.7486
94.6,29.3,595,122.49
97.7,22.5,905,85.1218
53.5,16.1,713,69.9291
69.7,15.1,737,71.32
117.5,31,570,119.293
105.1,26.7,741,109.452
89.7,18.9,500,74.286
105.1,26.7,741,106.968
93.5,22.6,759,93.5951
86.2,17.9,403,61.5839
102.6,28.6,549,108.63
100.8,22,979,75.4649
96.9,23.1,814,92.1638
101.2,23,901,96.1678
102.3,24.2,1023,100.859
114.1,26.9,1165,107.132
104.9,25.8,1011,91.1067
114.1,24.9,951,106.016
112,23.3,931,96.0275
101.8,24.2,939,93.1099
116.9,29.1,1063,102.287
91,23.9,874,85.0774
78.5,18.1,560,75.3898
80,19,515,79.2007
113.9,19.6,919,85.3978
87.4,20.5,653,90.0238
100.4,25.9,609,90.0516
99.1,25.5,903,104.262
59.2,14.7,768,62.717
109.7,24.4,975,76.2705
75.5,18.8,558,83.4607
130,22.6,972,99.3011
157.6,26,1075,108.014
121.5,25,905,96.5401
118.4,23.4,876,89.1574
114.2,22.2,859,97.3644
112.8,24.2,874,92.8418
120.6,22.4,877,82.0338
100.4,26.3,722,105.894
95.4,27,1036,88.4459
95.6,22.6,843,86.0656
118.3,32.6,1093,104.874
108.9,25.6,1125,97.4704
148.1,27.1,1486,89.5298
109.2,25.4,686,126.653
95.6,22,793,88.6189
102.3,22.7,639,88.466
81.2,19.1,543,72.1275
94.8,22.3,1011,76.1948
96.5,27,609,107.03
124.9,28.3,1304,94.9802
107.3,26.5,791,95.1291
152.4,31.3,1482,111.269
130,28.2,1244,99.2463
132.4,23.1,1338,96.6125
79.1,20.4,560,117.232
100.4,22.1,800,96.0558
103.2,25.6,1160,97.36442335
126.7,20.6,829,79.2219
118.4,19.4,825,82.4148
103.3,18.2,762,69.6261
92.6,17.6,704,70.4921
115.9,18.8,803,72.6749
132.9,19.1,897,81.1402
128.2,20,826,80.8598
95.7,23.7,988,109.787
85.1,19.2,566,84.5007
69.1,18.2,634,88.2607
120.3,31.2,1224,105.47
85.7,24.2,987,97.6475
119.7,27.7,1248,90.3405
148.1,27.1,1486,94.4383
107.6,28.8,563,105.093
97.9,19.9,869,95.7941
107.7,30.6,957,111.237
108.8,22.8,613,104.686
126.2,28.3,1327,112.547
141.4,28.3,1381,84.8748
132.9,29.3,1117,104.001
94.4,21.4,655,107.353
116.6,27.3,1309,114.839
70.7,16.7,736,67.5013
108.2,24.4,840,94.393
116.1,27.8,1213,92.0506
116.4,26.7,1162,87.8502
110.9,26.4,1055,106.815
91.2,28,668,101.863
115.3,21.8,728,86.1095
97,19.7,609,89.8674
98,23.1,600,83.6796
103.6,25.1,1088,87.8157
104,30.7,1075,96.3427
110.3,28,651,119.336
131.5,25.4,923,101.533
125.6,24.1,875,95.5522
125.6,24.1,875,95.5522
123.2,24.4,865,94.4989
128.3,25.2,894,93.6819
138.3,25.5,977,92.8978
139,26.4,952,98.5987
131.5,25.4,923,95.2322
131.5,25.4,923,95.2322
125.6,24.1,875,88.3718
123.2,24.4,865,100.808
123.2,24.4,865,100.808
139,26.4,952,109.898
67.2,16.1,723,72.9074
104.6,26.8,661,93.848
103.7,25.5,1008,105.095
104.2,23,1047,71.9955
101.9,29.2,734,104.875
131.4,30.6,1261,102.13
98.9,22.4,910,91.7983
87.1,21.1,558,76.3679
125.6,30.4,1106,104.583
116,28.8,1080,103.329
131.6,26.2,1125,96.1752
127.5,25.9,1215,91.3095
125,28.4,1309,93.4926
157.3,31.2,1491,109.017
145.5,28.2,1244,101.651
147.8,27.8,1213,90.4477
91.6,15,743,55.9077
104.2,23.9,955,102.422
80.3,18.2,562,82.2099
98.7,22.2,994,77.2639
94.4,23.3,883,85.4561
105.7,28.9,550,106.657
106.2,26.9,748,95.0821
119.1,26.9,1142,91.1324
81.3,19.2,519,73.6027
107.9,24.2,879,90.4748
104.4,25.5,916,96.4013
111.9,26,621,88.0639
99.1,22.1,759,80.7652
72.9,14.8,775,58.005
112.7,25.4,1149,90.6171
99.7,24.3,981,74.4689
119.2,26.9,1567,106.679
122.3,26,1563,102.682
114.8,25,1502,95.5617
118.5,25.8,1503,107.665
116.6,26.7,1046,91.45
119.7,23.7,956,97.9348
84.8,20.4,496,75.5742
111.3,24.6,1097,91.1867
115.1,26.9,1259,107.293
105.5,26.6,1072,101.263
97.7,25.7,997,98.6343
107.7,23.8,965,100.806
124.7,25,912,108.379
118.6,23.3,878,90.4751
104.2,22.4,859,83.9287
108.9,24.3,873,97.1289
98.2,26.3,726,108.999
115.7,21.5,920,78.4546
74,14.7,790,63.2409
94.8,23.9,991,103.019
116.1,33.2,1097,100.738
90.9,24.2,655,83.9846
119.7,23.3,1130,89.3907
97.8,22,1013,73.2823
131.2,22.8,977,83.3723
102.5,26.9,739,96.0523
126,20.7,838,85.4875
100.1,22.7,889,86.6856
85.7,19.1,552,68.4992
115.9,31.1,1239,106.5
104,22.6,645,77.6028
132.4,23.2,1342,92.75
103.2,25.6,1160,99.3373
82.2,20.6,562,94.343
90.1,19.4,579,81.7306
107,22.3,1138,81.4139
88.9,24.1,994,85.8351
99,19.9,877,84.2774
113.5,26.5,1157,89.9839
129.5,26.3,1121,83.8602
115.2,30.8,983,117.867
109.9,26.4,955,118.337
132.5,28.1,1349,120.265
121.1,31.9,782,125.914
123.2,28.5,1364,107.635
100.7,22,663,103.026
132.4,27.7,1400,84.318
117.8,23.5,625,95.5378
55.7,29.8,724,111.862
115.3,23.8,816,94.061
106.2,24.5,845,91.2754
110.5,26.4,1064,101.769
87.7,28,671,101.367
103.5,22.1,727,90.9775
57,16.5,736,72.2491
108.9,28.1,652,108.978
98.5,23.5,928,84.9316
105.2,30.6,1085,103.754
124.9,32.2,1169,106.357
108,25,1089,83.1654
122,19.8,831,78.1576
103.8,18.1,765,77.6262
99.2,17.6,716,73.9291
96.5,16.4,738,72.6211
107.7,19.2,755,83.8815
111.3,21,705,83.6027
121.3,30.3,1114,94.469
109.5,24.1,960,89.2359
83.3,17.5,831,76.3427
92.4,21,563,86.1277
110.2,24.7,797,86.3675
105.6,29.2,743,108.077
126.7,20.3,980,77.3629
115.2,25.5,1049,84.813
92.4,21,563,73.83
107.8,25.5,1009,104.934
96,28.6,482,112.572
96,22.4,1050,79.7904
93.8,23.6,856,93.8182
96.5,23.7,879,89.4195
82.1,18.9,578,79.8975
121.4,25.7,1183,90.7999
129.1,26.9,1343,95.3985
134.3,27.9,1292,91.6742
154.9,26.7,1296,94.3044
136.9,25.4,1186,87.0155
146.8,25.7,1244,86.4036
98.9,21.1,707,85.3481
121.4,25.7,1183,84.2349
94.5,23.5,761,97.6602
112.8,25.2,628,87.5688
68.8,14.8,744,62.3852
107.9,24.5,952,88.2871
95.1,23.3,886,83.46
88,22.5,997,73.6276
81.3,18.2,562,88.0426
84.1,19.3,526,73.6835
103.5,22.9,851,87.6139
129.1,22.2,937,92.7197
95.8,24.9,795,87.6956
118.7,28.7,1089,98.0193
114.6,23.8,864,97.7746
139.2,24.5,1008,90.5572
148.7,25.4,1000,102.241
131.4,24.1,923,95.4062
115.9,23.9,861,92.359
122.5,24.1,894,97.3032
114.6,23.8,864,92.9721
98.8,22.2,951,81.5468
105.5,22,765,97.3937
106.8,25.7,626,88.8163
111.1,24.1,862,94.4524
98.5,22.7,853,81.6151
100.5,23.7,988,74.9636
101,25.3,928,106.529
124.9,23,972,100.756
122.5,22,940,108.095
119.1,21.4,924,94.9432
101.6,21.2,832,87.2481
114,20.9,938,99.1956
112.7,22.1,1582,112.704
121.4,26.5,1042,89.2722
85.3,20.5,509,74.3216
81,22.5,592,91.6254
117.1,29.1,1181,93.3511
117.1,29.1,1181,96.8069
89.5,21.5,641,117.22
90.8,20.1,749,91.5472
70.8,14.9,744,73.9793
57.3,20.2,663,81.3717
97.6,26.9,685,93.1546
91.3,23.2,852,86.7191
90.2,21.7,952,75.1455
85.4,18,484,77.5138
110.4,26.7,598,88.1377
109,24.2,1063,97.7029
114,25.5,1248,111.254
109.4,25.4,1001,110.514
103.8,25.3,894,97.0314
102,22.6,836,95.2385
152.9,28.4,1419,92.6536
116.6,34.5,1228,107.972
116.6,34.5,1228,110.572
85.7,21.1,785,101.338
112.7,28.2,863,96.6851
103.1,24.8,1164,104.857
99.5,23.7,959,96.9379
106.9,21.8,1168,79.3647
77.1,21.1,497,86.3655
98.1,23.5,732,91.6806
92.2,20.9,758,85.0404
106.4,29.6,1558,105.989
114.3,33.4,1005,121.164
105.9,25.4,949,123.129
125.5,28,1331,122.244
144.1,26.7,1247,102.295
123.9,28,1145,107.557
122.4,17.9,880,79.8512
108.5,18.6,797,75.6957
97.7,17.8,728,75.148
95.3,18.3,747,75.189
87.1,16.5,756,76.9164
107.7,19.2,755,72.6717
111.3,20.9,705,82.021
117.2,20.6,1015,91.3819
102.2,22.2,903,79.1657
100.7,18.8,850,80.9675
103.5,18.6,919,80.2237
115.9,32.1,1113,113.551
101.8,29.2,664,93.9888
96.6,21.1,922,95.5496
113.3,26.4,1093,112.462
94.7,21,578,80.218
108.2,23.5,937,84.9079
95.8,24.4,1085,83.3651
118.5,31.2,1129,103.447
118,30,1030,101.681
69.8,16.5,735,68.4859
89.5,21.6,666,84.9597
92.7,19.2,765,90.0788
105.6,22.1,845,93.43
100.9,25,1018,102.631
79.8,20.3,533,70.6974
134.1,21.2,984,81.5928
104.4,26.9,769,101.768
96.1,21.9,1067,80.5053
106.1,24.5,921,86.7552
127.6,26.5,1351,96.2496
154,27.9,1292,95.1926
112.4,24.6,1417,87.8593
67.2,29,512,104.959
91.4,17.7,713,74.3548
140.5,24.3,1016,98.3075
153,25.6,995,100.835
131.4,24.1,923,95.638
147.9,26,1044,87.6846
147.9,26,1044,93.0482
147.9,26,1044,92.9061
103.9,24.5,938,101.369
91.1,20.5,976,78.2305
103.9,23.8,843,90.0952
107.3,24.1,905,100.373
99.6,24.1,1093,95.7898
121.4,26.3,1297,101.089
112.3,25.8,1025,99.4125
103.8,25.3,894,87.507
113.4,24.4,963,96.905
86.8,17.8,470,75.792
111.1,29.4,1083,104.035
96.4,25,596,79.0295
101.1,20.2,845,87.4474
100.7,25.1,975,107.614
85.8,18.5,754,82.8394
104.8,21.5,1044,73.2633
112,27.3,1060,85.2377
125,28.3,1211,92.9448
113.9,25.7,1102,92.3087
90.7,17.8,832,76.4552
126.3,21.7,972,80.3074
154.2,21,1068,87.672
80.2,18.6,494,71.4335
124.5,22.7,945,102.155
120.8,21.8,918,83.1283
140.6,21.8,1038,97.8662
140.6,21.8,1038,95.61
140.6,21.8,1038,100.475
89.8,20.3,556,106.619
120.5,31.8,1082,105.981
73.4,14.4,754,72.2053
87.7,20.2,507,68.1669
92.3,17.8,722,83.9828
103,23.7,970,99.7435
99.4,27,694,93.5465
98,26.3,626,78.835
74.3,20.5,693,89.225
100,23.1,727,94.3609
84.5,25.3,556,107.253
102.4,21.2,983,75.7226
96.2,20.7,756,86.3351
119.1,34.2,1252,107.094
108,27.1,877,92.9591
106,24.8,1179,103.987
146.1,23.3,1345,84.5535
107.6,27.3,990,106.062
91.9,21.9,1187,77.5393
83,22.1,573,108.888
87.8,29.7,590,105.173
105.1,26.2,821,81.049
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
106,19.5,948,89.032
